Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D4,"CUS10S30,H3F",D_SOD-323,219.8,-188.0,90.0,bottom
D5,Green,LED0603,216.2,-192.0,90.0,top
D6,SMF12CA,D_SOD-123F,202.0,-182.6,270.0,bottom
D7,RED,LED0603,248.5,-193.0,0.0,top
D8,RED,LED0603,249.0,-107.0,180.0,top
D9,MURS460,D_SMC,200.0,-126.0,180.0,top
D10,MURS460,D_SMC,219.3,-116.8,0.0,top
D11,MURS460,D_SMC,198.5,-117.0,90.0,top
D12,Blue,LED0603,179.6,-106.8,0.0,top
D13,Green,LED0603,234.0,-184.4,180.0,top
D14,Yellow,LED0603,244.1,-193.0,180.0,top
J2,1054052108,JST_SH_BM08B-SRSS-TB_1x08-1MP_P1.00mm_Vertical,209.0,-192.2,180.0,top
J7,Conn_01x03,JST_SH_SM03B-SRSS-TB_1x03-1MP_P1.00mm_Horizontal,182.8,-112.0,-90.0,top
J8,Conn_01x03,JST_SH_SM03B-SRSS-TB_1x03-1MP_P1.00mm_Horizontal,182.8,-184.8,-90.0,top
L4,650 @100MHz,R_0603_1608Metric,216.8,-178.3,270.0,bottom
Q4,BSS138K,SOT-23,210.3,-178.0,180.0,bottom
R1,22k,R_0603_1608Metric,188.3,-185.1,270.0,bottom
R2,267k,R_0603_1608Metric,202.2,-161.625,-90.0,top
R3,18k7,R_0603_1608Metric,202.2,-165.7,-90.0,top
R4,10k,R_0603_1608Metric,216.4,-187.8,270.0,bottom
R9,1M47,R_0603_1608Metric,238.7,-183.6,180.0,top
R10,1M47,R_0603_1608Metric,238.725,-183.6,180.0,bottom
R11,1M47,R_0603_1608Metric,242.8,-110.6,180.0,bottom
R12,1M47,R_0603_1608Metric,244.4,-108.8,180.0,bottom
R13,475k,R_0603_1608Metric,236.0,-161.6,-90.0,top
R14,475k,R_0603_1608Metric,236.0,-165.025,-90.0,top
R15,4k75,R_0603_1608Metric,236.0,-169.0,-90.0,top
R16,100k,R_0603_1608Metric,202.5,-170.7,90.0,bottom
R17,140k 1%,R_0603_1608Metric,208.5,-167.6,180.0,bottom
R18,22k 1%,R_0603_1608Metric,209.9,-164.3,0.0,top
R19,1 1%,R_0805_2012Metric,214.1,-158.7,0.0,top
R20,100k 1%,R_0603_1608Metric,230.0,-163.4,270.0,bottom
R21,10 1%,R_0603_1608Metric,227.725,-165.5,0.0,bottom
R22,8m00 1%,R_1206_3216Metric,221.4,-167.3,90.0,top
R23,8m00 1%,R_1206_3216Metric,223.8,-167.3,90.0,top
R24,976k 0%1,R_0603_1608Metric,233.0,-161.6,90.0,top
R25,976k 0%1,R_0603_1608Metric,233.0,-165.2,90.0,top
R26,17k4 0%1,R_0603_1608Metric,233.0,-169.0,90.0,top
R34,100k,R_0603_1608Metric,180.0,-135.1,90.0,bottom
R35,100k,R_0603_1608Metric,186.4,-135.9,180.0,bottom
R36,100k,R_0603_1608Metric,187.75,-131.0,270.0,bottom
R37,100k,R_0603_1608Metric,187.75,-123.75,90.0,bottom
R38,10,R_0603_1608Metric,191.9,-128.1,180.0,bottom
R39,10,R_0603_1608Metric,191.9,-126.5,180.0,bottom
R40,100k,R_0603_1608Metric,207.6,-174.6,90.0,bottom
R41,100k,R_0603_1608Metric,213.9,-171.7,180.0,top
R42,10k,R_0603_1608Metric,180.4,-110.2,90.0,bottom
R43,10k,R_0603_1608Metric,232.9,-185.0,270.0,bottom
R44,10k,R_0603_1608Metric,235.2,-185.8,180.0,bottom
R46,100k,R_0603_1608Metric,193.9,-188.0,90.0,bottom
R47,100k,R_0603_1608Metric,196.0,-188.0,90.0,bottom
U2,LM1117-3.3,SOT-223-3_TabPin2,224.5,-187.5,90.0,bottom
U3,ADUM7441,QSOP-16_3.9x4.9mm_P0.635mm,209.2,-181.4,90.0,top
U5,IX4427,SOIC-8_3.9x4.9mm_P1.27mm,182.2,-131.7,90.0,top
U6,STM32F030K6Tx,LQFP-32_7x7mm_P0.8mm,220.98,-180.0,0.0,top
U7,SK9822,SK9822,224.15,-191.8,180.0,top
U8,SK9822,SK9822,231.95,-191.8,180.0,top
