Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C43,100n 50V,C_0402_1005Metric,157.3,-107.6,0.0,top
C44,47u 10V,C_1210_3225Metric,169.55,-110.599999,-90.0,top
C45,220n,C_0402_1005Metric,150.45,-94.65,270.0,bottom
C46,100p,C_0402_1005Metric,152.95,-94.65,270.0,bottom
C47,100p,C_0402_1005Metric,168.82,-82.79,0.0,bottom
C48,100p,C_0402_1005Metric,153.399999,-74.670001,90.0,bottom
C49,220n,C_0402_1005Metric,171.5,-74.7,90.0,bottom
C5,100n 50V,C_0402_1005Metric,163.6,-100.55,180.0,top
C50,100p,C_0402_1005Metric,150.9,-74.65,90.0,bottom
C51,220n,C_0402_1005Metric,169.0,-74.7,90.0,bottom
C52,220n,C_0402_1005Metric,166.5,-74.7,90.0,bottom
C53,220n,C_0402_1005Metric,164.0,-74.69,90.0,bottom
C54,220n,C_0402_1005Metric,161.5,-74.7,90.0,bottom
C55,220n,C_0402_1005Metric,159.0,-74.7,90.0,bottom
C6,4.7u 10V,C_0402_1005Metric,150.65,-87.6,90.0,top
C7,4.7u 10V,C_0402_1005Metric,159.0375,-92.85,0.0,bottom
C8,100n 50V,C_0402_1005Metric,159.0375,-90.5,0.0,bottom
C9,100n 50V,C_0402_1005Metric,159.0175,-91.850001,0.0,bottom
D1,V25PN60,TO-277A,150.7,-120.1,180.0,top
D10,SMBJ28CA,D_SMB_Non-Polar,105.75,-90.75,-90.0,top
D11,V25PN60,TO-277A,96.86,-118.8,180.0,top
D12,SMBJ28CA,D_SMB_Non-Polar,96.5,-113.0,0.0,top
D13,1N4148W,D_SOD-123,113.5,-108.1,-90.0,top
D15,V25PN60,TO-277A,138.75,-105.235,270.0,top
D16,V25PN60,TO-277A,124.25,-105.25,270.0,top
D17,1N4001,D_SMA,174.4,-114.3,180.0,bottom
D18,RBR5LAM60ATR,D_SOD-128,159.55,-105.35,0.0,top
D2,XL-1608UGC-04,LED0603,98.425126,-67.625126,45.0,top
D3,XL-1608SURC-06,LED0603,97.187689,-66.387689,45.0,top
D4,XL-1608UOC-06,LED0603,99.662563,-68.862563,45.0,top
D5,XL-1608UWC-04,LED0603,100.9,-70.1,45.0,top
D6,RBR5LAM60ATR,D_SOD-128,180.1,-134.45,270.0,bottom
D7,PESD3V3L5UY,SOT-363_SC-70-6,175.850001,-72.6,0.0,bottom
D8,PESD3V3L5UY,SOT-363_SC-70-6,152.8,-82.2,270.0,bottom
D9,PESD3V3L5UY,SOT-363_SC-70-6,171.4,-100.3,270.0,top
F1,0466005.NRHF,Fuse_1206_3216Metric_Pad1.42x1.75mm_HandSolder,169.05,-133.75,180.0,top
F2,0466005.NRHF,Fuse_1206_3216Metric_Pad1.42x1.75mm_HandSolder,146.3,-74.8,0.0,top
F3,0466005.NRHF,Fuse_1206_3216Metric_Pad1.42x1.75mm_HandSolder,125.1875,-74.8,180.0,top
F4,0467.250NRHF,Fuse_0603_1608Metric_Pad1.05x0.95mm_HandSolder,176.8,-105.35,90.0,top
F5,0467.500NRHF,Fuse_0603_1608Metric_Pad1.05x0.95mm_HandSolder,169.8,-106.1,0.0,top
F6,15A,3557-2,114.5,-87.0,-90.0,top
J1,FTSH-105-01-L-DV-K-TR,Samtec-2x5pin-1.27mm,169.06,-95.08,180.0,top
J10,SM02B-PASS,JST_PA_SM02B-PASS_1x02_P2.00mm_Horizontal,159.2,-137.2,180.0,top
J2,SM03B-GHS,JST_GH_SM03B-GHS-TB_1x03-1MP_P1.25mm_Horizontal,177.6,-95.5,270.0,top
J6,SM05B-GHS,JST_GH_SM05B-GHS-TB_1x05-1MP_P1.25mm_Horizontal,169.0,-141.2,180.0,top
J8,Conn_01x07,JST_XH_S7B-XH-A_1x07_P2.50mm_Horizontal,163.0,-79.45,0.0,top
JP2,3v3 Local Enable,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,176.8,-108.85,90.0,top
JP3,SB_{+5V},R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,172.55,-108.85,-90.0,top
L1,650 @100MHz,R_0603_1608Metric,157.05,-91.8,270.0,bottom
L2,FXL1040-8R2-M,L_Bourns_SRP1038C_10.0x10.0mm,143.0,-94.5,90.0,top
L3,FXL1040-8R2-M,L_Bourns_SRP1038C_10.0x10.0mm,128.5,-94.5,90.0,top
L4,FNR4030S470MT,L_Changjiang_FNR4030S,165.3,-107.6,0.0,top
L5,APH1265T220M,L_APV_APH1265,163.0,-123.3,0.0,top
Q1,BSS84,SOT-23,174.8,-101.25,270.0,bottom
Q2,SI2310-TP,SOT-23,176.35,-132.95,90.0,bottom
Q3,2N7002,SOT-23,97.4,-83.8,180.0,top
Q4,STL90N10F7,PowerFLAT_5x6,99.5,-107.0,90.0,top
Q5,STL90N10F7,PowerFLAT_5x6,105.5,-107.0,90.0,top
Q6,MMBT5401LT1G,SOT-23,110.5,-105.35,0.0,top
R10,47.5k,R_0402_1005Metric,99.5,-93.250001,180.0,top
R11,9.53k,R_0402_1005Metric,97.5,-93.25,180.0,top
R12,95.3k,R_0402_1005Metric,99.0,-94.75,180.0,top
R13,8.66k,R_0402_1005Metric,97.0,-94.75,180.0,top
R14,1.5m,R_2512_6332Metric,106.25,-99.0,-90.0,top
R15,1.5m,R_2512_6332Metric,102.25,-99.0,-90.0,top
R16,1k,R_0402_1005Metric,101.711284,-79.3,180.0,top
R17,1.5M,R_0402_1005Metric,95.0,-104.25,0.0,top
R18,16.2k,R_0402_1005Metric,95.0,-103.25,180.0,top
R19,1.5M,R_0402_1005Metric,174.0,-89.75,0.0,bottom
R2,1.5M,R_0402_1005Metric,170.399999,-99.2,270.0,bottom
R20,1.5M,R_0402_1005Metric,103.8,-84.7,90.0,top
R21,1k,R_0402_1005Metric,111.750001,-108.35,90.0,top
R22,1.5M,R_0402_1005Metric,171.5,-99.2,270.0,bottom
R23,10k,R_0402_1005Metric,171.8,-111.85,-90.0,top
R25,0,R_0402_1005Metric,146.999999,-110.25,90.0,top
R27,0,R_0402_1005Metric,132.5,-110.25,90.0,top
R28,10k,R_0402_1005Metric,155.5,-76.7,90.0,bottom
R29,69.8k,R_0402_1005Metric,149.55,-110.25,90.0,top
R3,10k,R_0402_1005Metric,100.2,-65.8,315.0,bottom
R30,68.1k,R_0402_1005Metric,135.0,-110.25,90.0,top
R31,10k,R_0402_1005Metric,133.75,-110.25,90.0,top
R32,10k,R_0402_1005Metric,148.25,-110.25,90.0,top
R33,68k,R_0402_1005Metric,149.0,-96.749999,90.0,top
R34,12k,R_0402_1005Metric,149.0,-98.75,90.0,top
R35,34k,R_0402_1005Metric,134.5,-96.75,90.0,top
R36,10k,R_0402_1005Metric,134.5,-98.75,90.0,top
R37,76.8k,R_0402_1005Metric,164.540001,-110.6,0.0,top
R38,165k,R_0402_1005Metric,155.05,-112.1,180.0,top
R39,52.3k,R_0402_1005Metric,166.55,-113.1,180.0,top
R4,10k,R_0402_1005Metric,99.0,-64.6,315.0,bottom
R40,10k,R_0402_1005Metric,164.55,-113.1,180.0,top
R41,1.5M,R_0402_1005Metric,177.65,-87.6,0.0,bottom
R42,1.5M,R_0402_1005Metric,177.65,-84.6,0.0,bottom
R43,1.5M,R_0402_1005Metric,170.55,-86.6,0.0,bottom
R44,330,R_0402_1005Metric,175.65,-87.6,0.0,bottom
R45,330,R_0402_1005Metric,175.65,-84.6,0.0,bottom
R46,330,R_0402_1005Metric,173.7,-84.6,180.0,bottom
R47,330,R_0402_1005Metric,173.7,-87.6,180.0,bottom
R48,330,R_0402_1005Metric,173.7,-86.6,180.0,bottom
R49,330,R_0402_1005Metric,173.7,-85.6,180.0,bottom
R5,10k,R_0402_1005Metric,101.45,-67.05,315.0,bottom
R50,5.6M,R_0402_1005Metric,151.45,-92.650001,270.0,bottom
R51,499k,R_0402_1005Metric,151.45,-94.65,270.0,bottom
R52,56k,R_0402_1005Metric,153.95,-92.714524,270.0,bottom
R53,4.99k,R_0402_1005Metric,153.95,-94.65,270.0,bottom
R54,0,R_0402_1005Metric,144.1,-129.91,0.0,top
R55,0,R_0402_1005Metric,144.1,-131.05,0.0,top
R56,9.31k,R_0402_1005Metric,154.400001,-76.67,90.0,bottom
R57,4.99k,R_0402_1005Metric,154.4,-74.65,90.0,bottom
R58,4.42k,R_0402_1005Metric,151.9,-76.650001,90.0,bottom
R59,4.99k,R_0402_1005Metric,151.9,-74.65,90.0,bottom
R6,23.7k,R_0402_1005Metric,102.7,-68.3,315.0,bottom
R60,5.6M,R_0402_1005Metric,170.5,-76.728,90.0,bottom
R61,499k,R_0402_1005Metric,170.5,-74.7,90.0,bottom
R62,4.75M,R_0402_1005Metric,168.0,-76.728,90.0,bottom
R63,499k,R_0402_1005Metric,168.0,-74.7,90.0,bottom
R64,3.6M,R_0402_1005Metric,165.5,-76.728,90.0,bottom
R65,499k,R_0402_1005Metric,165.5,-74.7,90.0,bottom
R66,2.67M,R_0402_1005Metric,163.0,-76.728,90.0,bottom
R67,499k,R_0402_1005Metric,163.0,-74.7,90.0,bottom
R68,1.6M,R_0402_1005Metric,160.500001,-76.728,90.0,bottom
R69,499k,R_0402_1005Metric,160.5,-74.7,90.0,bottom
R7,10k,R_0402_1005Metric,174.2,-136.2,90.0,bottom
R70,549k,R_0402_1005Metric,158.000001,-76.7,90.0,bottom
R71,499k,R_0402_1005Metric,158.0,-74.7,90.0,bottom
R72,150k,R_0402_1005Metric,169.6,-130.7,0.0,top
R73,10k,R_0402_1005Metric,146.5,-129.9,0.0,top
R74,133k,R_0402_1005Metric,148.6,-129.9,180.0,top
R75,10k,R_0402_1005Metric,167.6,-130.7,0.0,top
R76,29.4k,R_0402_1005Metric,170.76,-82.8,0.0,bottom
R77,4.99k,R_0402_1005Metric,168.81,-83.79,0.0,bottom
R8,10,R_0402_1005Metric,175.35,-136.2,90.0,bottom
R9,1k,R_0402_1005Metric,100.226284,-80.55,90.0,top
SW1,RST,SW_SPST_TL3305A,169.05,-86.9,90.0,top
SW2,SM02B-GHS,JST_GH_SM02B-GHS-TB_1x02-1MP_P1.25mm_Horizontal,177.6,-87.7,270.0,top
SW3,CPG151101D91,SW_SPST_TL3305A,135.75,-74.0,180.0,top
U1,SK9822,SK9822,154.5,-87.85,-90.0,top
U10,TPS54260DGQ,HVSSOP-10-1EP_3x3mm_P0.5mm_EP1.57x1.88mm,159.55,-110.1,0.0,top
U2,SK9822,SK9822,162.05,-87.8,-90.0,top
U3,STM32G030C8Tx,LQFP-48_7x7mm_P0.5mm,166.2,-91.1,90.0,bottom
U4,LM5069,VSSOP-10_3x3mm_P0.5mm,98.25,-99.0,180.0,top
U5,LTC2955-2,TSOT-23-8_HandSoldering,105.226284,-81.8,0.0,top
U6,LMR14050,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.29x3mm,150.5,-126.55,270.0,top
U7,LMR14050,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.29x3mm,145.5,-105.25,0.0,top
U8,LMR14050,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.29x3mm,131.000001,-105.25,0.0,top
U9,TLV70033_SOT23-5,SOT-23-5,175.55,-112.35,270.0,top
Y1,TAXM8M4RDBCCT2T,Crystal_SMD_3225-4Pin_3.2x2.5mm,156.95,-85.9,315.0,bottom
Y2,Q13FC13500005,Crystal_SMD_3215-2Pin_3.2x1.5mm,158.45,-95.6,225.0,bottom
